Date,Verse,Devotional,Prayer
2월 9일,,"뜻을 세우고 마음을 정하는 신앙

February _ 하나님을 경외함 2월 9일 뜻을 세우고 마음을 정하는 신앙 다니 (엘 1:8)상 “다니엘은 뜻을 정하여 왕의 음식과 그가 마시는 포도주로 자기를 더럽히지 아니하리 라 하고” 바벨론 왕궁의 한복판, 눈부신 영광과 성공의 문이 활짝 열려 있는 자리에서 다니엘은 누구도 쉽게 선택하지 않는 길을 택했습니 다. 제국이 제공하는 편안함과 특권의 손짓 앞에서 그는 타협이 주는 달콤함보다 하 나님 앞의 거룩을 더 소중히 여겼습니다. 이는 단순한 금식이나 문화적 거부가 아니라, 언약 백성으로서 자신을 지키려는 깊은 신앙의 결단이었습니다. 개혁주의 신학은 이런 결단을 ‘성화의 시작’으로 봅니다. 성화는 위기의 순간에 갑자기 나타나는 힘이 아니라, 조용히 반복되는 일상의 작은 선택 속에서 길러지는 은혜입니다. 다니엘이 젊은 날 세 운 이 작은 결단은 훗날 사자굴과 풀무불 앞에서도 흔들리지 않는 신앙의 뿌리가 되었 습니다. “사람이 떡으로만 살 것이 아니요 하나님의 입으로 나오는 모든 말씀으로 살 것이라” (마 4:4)는 말씀처럼, 다니엘은 생명의 길이 어디에 있는지 명확히 알고 있었습니 다. “인생의 운명은 큰 선택보다 작은 결심의 반복에서 빚어진다”는 말이 있습니다. 성 도의 삶도 그렇습니다. 오늘 우리가 내리는 작은 결단들은 내일의 영적 굳건함을 준비 하는 보이지 않는 토대가 됩니다. 유혹 앞에서 스스로에게 물어야 합니다. “나는 무엇을 위해 뜻을 정하고 있는가?” 세상의 달콤한 제안이 거룩을 흐린다면, 다니엘처럼 단호 히 거절할 수 있는 경건의 힘이 필요합니다. 한 청년이 시험장에서 부정행위를 거절해 눈앞의 합격을 잃었지만, 그 정직이 그의 인생 전체를 밝힌 것처럼, 거룩을 택하는 작은 선택은 장차 큰 역사의 방향을 결정합니다. 하나님은 뜻을 정한 마음을 귀히 보십니다. 우리가 보이지 않는 작은 자리에서 거룩을 선택할 때, 하나님은 그 결단을 사용해 우리 의 길을 지키시고, 그분의 큰일에 참여하는 증인으로 세우십니다.","주님, 작은 일에서부터 마음을 정하게 하시고, 어떤 상황에서도 거룩을 선택하며 당신을
기쁘시게 하는 삶을 살게 하소서. 아멘."
2월 10일,"요한복음 1:29
“세상 죄를 지고 가는 하나님의 어린 양을 보라” 2월","구원의 약속을 소망한 옛 언약

구약성경은 단순히 고대 이스라엘의 역사나 종교적 제의의 기록 이 아니라, 태초의 창조에서 십자가의 완성에 이르기까지 이어 지는 하나님의 구원 이야기입니다. 하나님은 아브라함에게 눈에 보이지 않는 미래 를 약속하셨고, 그는 그 말씀 하나를 붙들고 미지의 길을 걸었습니다. 요셉의 억울함과 눈물, 모세의 광야 40년, 그리고 유월절 밤 문설주에 바른 어린 양의 피는 모두 장차 오 실 메시아의 그림자였습니다. 인간의 타락과 회복, 심판과 자비가 이어지는 구약의 긴 여정은 결국 하나의 중심을 향해 흐릅니다. 바로 “세상 죄를 지고 가는 하나님의 어린 양”이신 예수 그리스도입니다. 시편의 노래와 잠언의 지혜, 선지자들의 외침은 서로 다 른 음색을 지녔지만, 그 아래 흐르는 주제는 한결같았습니다. 이사야는 상한 갈대를 꺾 지 않으시는 종을 보았고사 42장, 예레미야는 새 언약을 예언했으며 (렘 31:31), 스가랴는 죄 를 씻을 샘이 열릴 날을 바라보았습니다 (슥 13:1). 구약의 모든 희생 제사와 번제단의 피는 불완전한 인간의 손을 넘어, 장차 오실 완전한 어린 양의 피를 가리키는 예표였습니다. 그러므로 구약은 기다림의 책이며, 구속을 향한 하나님의 일관된 사랑의 역사입니다. 어둠이 짙어질수록 빛은 더 선명해지듯, 인간의 실패가 깊어질수록 하나님의 약속은 더욱 분명하게 드러났습니다. 요한의 선포 ― “보라, 하나님의 어린 양” ― 은 수천 년의 기다림이 마침내 눈에 보이는 은혜가 된 순간이었습니다. 오늘 우리가 구약을 읽을 때, 단지 옛이야기를 살피는 것이 아니라, 우리의 구주를 향해 열려 있는 구원의 길을 다시 걷는 것입니다. 그 길 위에서 우리의 마음은 다시 소망을 얻고, 믿음은 새 힘을 부여받 습니다. ","주님, 구약 속에 새겨진 구원의 약속을 통해 우리의 길을 비추어 주시니 감사합니다. 믿음의 조상들처럼 주님의 약속을 굳게 붙들게 하시고, 하나님의 어린 양 예수 안에서 완전한 구속과 참 소망을 날마다 누리게 하소서. 아멘."
2월 11일,"호세아 6:6
“나는 인애를 원하고 제사를 원하지 아니하며 번제보다 하나님을 아는 것을 원하노라”","하나님을 아는 것을 원하노라

호세아의 삶은 하나님의 마음이 한 사람의 이야기로 스며든 예언 이었습니다. 배신과 상처, 심판과 회복이 교차하는 그 삶 속에서 하나님은 언약을 깨뜨린 이스라엘을 향한 당신의 집요한 사랑을 드러내셨습니다. 음란한 아내 고멜을 끝까지 사랑했던 호세아의 걸음은, 마음을 돌이키지 않는 백성을 향해 포기하지 않으시는 하나님의 사랑을 비추는 거울이었습니다. 그분은 형식적 제사 보다 마음 깊은 곳에서 흘러나오는 인애와 진실한 관계를 원하십니다. 이스라엘은 제 물을 드렸지만, 그 사랑은 아침 구름처럼 금세 사라졌습니다. 그러나 하나님의 사랑은 흔들리지 않고 끝내 회복으로 향했습니다. 개혁주의 신학은 이 말씀을 ‘언약적 신실함’ 에 대한 요청으로 해석합니다. 하나님은 단순한 종교적 행위가 아니라, 그 행위가 흘러 나오는 마음의 방향성을 요구하십니다. 아우구스티누스가 “하나님을 사랑하라, 그리고 네가 원하는 대로 하라”고 말한 것도 같은 의미입니다. 사랑이 중심이 되면 삶 전체가 하나님을 닮아가고, 그 사랑 안에서 행하는 의무는 짐이 아니라 기쁨이 됩니다. “사랑 없는 의무는 무거운 짐이고, 사랑 있는 의무는 기쁨의 노래”라는 말처럼, 우리의 예배가 습관의 반복으로 머물지 않고 하나님을 아는 친밀함과 이웃을 향한 인애로 채워질 때 신앙은 생명력을 얻습니다. 하나님은 우리의 손에 쥔 제물보다, 우리의 마음에서 피어 나는 사랑과 진실을 더 귀히 여기십니다. 호세아의 시대처럼 오늘도 주님은 조용히 묻 습니다. “네가 나를 아느냐? 네 사랑은 어디서부터 흐르고 있느냐?” 우리의 대답이 제 사가 아니라 사랑, 의무가 아니라 은혜, 습관이 아니라 친밀함이 되기를 소망합니다. 하 나님을 아는 지식 위에 흘러나오는 인애의 삶이 오늘 우리의 신앙을 새롭게 하게 하십 시오.","주님, 제 신앙이 형식에 머물지 않고, 주님을 아는 사랑과 인애로 깊어지게 하시며, 모든 행위가 은혜에서 흘러나오게 하소서. 아멘."
2월 12일,요엘 2:13,"상한 마음으로 드리는 예배를

2월 “너희는 옷을 찢지 말고 마음을 찢고 너희 하나님 여호와께로 돌아올지어다 그는 은 혜로우시며 자비로우시며 노하기를 더디하시며 인애가 크시사 뜻을 돌이켜 재앙을 내리지 아니하시나니” 요엘서는 메뚜기 떼가 지나간 황무지에서 시작됩니다. 들판은 타 버린 재처럼 남았고, 포도주는 말라붙었으며, 백성의 얼굴에는 굶주림과 공포의 그림자가 드리워져 있었습니다. 그러나 그 절망의 먼지 속에서 하 나님은 놀라운 음성으로 부르십니다. 재앙이 지나가기만을 바라보는 수동적 기다림이 아니라, 심령 깊은 곳에서 주께 돌아오라는 적극적인 초청입니다. 옷을 찢는 일은 누구 나 할 수 있지만, 교만의 껍질을 찢고 마음을 가르는 일은 쉽지 않습니다. 참된 회개는 바로 그 자리, 마음이 찢어지는 고백에서 시작됩니다. 아우구스티누스는 “하나님은 상 한 마음의 제사를 멸시하지 않으신다”고 말했습니다. 외형의 종교적 행위는 사람의 눈 을 속일 수 있으나, 하나님 앞에서는 오직 낮아진 마음, 상한 심령, 은혜를 갈망하는 내 면만이 새 길을 엽니다. 겨울 끝에 얼어붙은 땅이 갈라져야 봄의 새싹이 오르듯, 우리의 완고한 마음이 찢어질 때 비로소 성령의 생기가 스며듭니다. 요엘은 약속합니다. 하나 님께 돌아오는 백성 위에 다시 비를 주시며, 메마른 밭에 새 열매를 맺게 하시며, 심지 어 “내 영을 만민에게 부어 주리라” (욜 2:28)하고 선언하십니다. 이것은 옛 이스라엘에게 만 주신 약속이 아니라, 오늘을 사는 우리에게도 주어진 희망의 서약입니다. 진정한 회 복은 상황의 변화에서 오지 않습니다. 언제나 마음의 변화에서 시작됩니다. 아무리 인 생의 옷자락을 찢어도 마음이 굳어 있다면 변화는 일어나지 않습니다. 그러나 눈물로 마음을 찢어 주 앞에 엎드릴 때, 절망의 자리에서조차 은혜의 새 날이 밝아옵니다. “사 람은 외모를 보거니와 여호와는 중심을 보시느니라”삼 (상 16:7)는 말씀처럼, 하나님은 상한 마음을 통해 우리를 새롭게 빚으시며, 메뚜기가 먹어버린 세월까지도 회복시키십니다.","주님, 제 마음을 찢어 주께 드리오니, 은혜와 새 생명으로 제 삶을 회복하소서. 아멘."
2월 13일,"아모스 5:24
“오직 정의를 물 같이, 공의를 마르지 않는 강 같이 흐르게 할지어다”","정의가 넘치고 공의가 흐르는 예배

아모스의 시대는 겉으로는 평안과 번영이 넘쳤으나, 그 번영의 그 림자 아래에는 가난한 자들의 신음이 감추어져 있었습니다. 제단 위에는 화려한 제사가 올려졌지만, 거리에는 억울함이 풀리지 않은 자들의 울부짖 음이 메아리쳤습니다. 하나님은 예배의 형식보다, 예배자의 삶에서 흘러나오는 정의와 공의를 찾으셨습니다. 정의란 억눌린 자의 권리를 회복하는 것이며, 공의란 하나님의 성품에 합한 질서를 삶의 자리에서 세우는 것입니다. 그래서 잠언은 말합니다. “의를 따 라가는 자는 생명에 이르고” (잠 21:21). 신학적으로도 이는 개혁주의 신앙의 핵심과 맞닿 아 있습니다. 하나님은 예배와 삶을 분리하지 않으시는 분이시며 (사 1:11–17), 참된 경건은 이웃 사랑의 실천 속에서 드러난다고 하셨습니다 (약 1:27). 마치 흐르지 않는 강이 도시를 메마르게 하듯, 정의가 멈춘 신앙은 그 자체로 생기를 잃습니다. 아무리 아름다운 찬송 과 정교한 공적예배가 있어도, 그 뒤에 무관심과 불의가 흐른다면 하나님은 그 예배를 기뻐받지 않으십니다. 오히려 작은 사랑의 실천, 말없이 드리는 눈물의 중보, 약자를 향 한 한 걸음의 배려가 강물처럼 흘러 세상을 적실 때, 그것이 곧 하늘이 기뻐하시는 예 배가 됩니다. 마더 테레사는 이렇게 말했습니다. “우리가 행하는 작은 사랑이 세상을 바 꾼다.” 정의와 공의가 흐르는 공동체 위에 그리스도의 향기가 머무르고, 그 향기는 교회 가 드릴 수 있는 가장 순전한 찬송이 됩니다. 우리의 삶이 멈추지 않는 은혜의 강이 되 어, 메마른 세상 속을 적시는 생명의 강물로 흘러가기를 소망합니다.","주님, 제 예배가 단지 입술의 고백에 머물지 않게 하시고, 정의와 공의의 삶으로 흘러가게 하소서. 저의 작은 실천이 당신의 사랑의 강물이 되어 세상을 적시게 하시고, 그 강물 위에 주님의 나라가 드러나게 하소서. 아멘."
2월 14일,"오바댜 1:15
“여호와께서 만국을 벌할 날이 가까웠나니 네가 행한 대로 너도 받을 것인즉 네가 행 2월 한 것이 네 머리로 돌아갈 것이라”","여호와의 날을 기다리는 교회

오바댜는 성경에서 가장 짧은 책이지만, 그 메시지는 누구보다 깊 고 무겁습니다. 에돔은 형제 이스라엘이 고난의 골짜기에 있을 때 손을 내밀지 않았습니다. 그들의 상처를 덮어주기는커녕 그 불행을 비웃으며 스 스로의 이익을 챙겼습니다. 하나님은 이런 불의를 결코 눈감지 않으십니다. ‘여호와의 날’은 단순히 심판을 의미하는 날이 아니라, 하나님의 공의가 온전히 드러나는 날, 억울 함이 해소되고 깊은 상처가 치유되는 회복의 날입니다. 그날은 사람이 심은 대로 거두 는 날이며, 교만한 자는 낮아지고 낮아진 자는 높아지는 날입니다. 그래서 잠언은 말합 니다. “사람의 교만은 멸망의 선봉이요 겸손은 존귀의 앞잡이니라” (잠 16:18). 우리는 종종 원수의 몰락을 바라며 마음속에 은밀한 기쁨을 품기도 합니다. 그러나 하나님은 “원수 가 넘어질 때 즐거워하지 말라” (잠 24:17)고 명령하십니다. 다윗이 사울의 죽음을 듣고 조 롱하지 않고 오히려 애가를 부른 것은, 하나님의 사람이 걸어야 할 길이 무엇인지 우리 에게 보여줍니다. 개혁주의 신앙이 강조하듯, 역사는 하나님의 주권 아래 흐르며, 인간 의 악함과 교만이 잠시 승리하는 것처럼 보여도 결국 하나님의 공의가 모든 것을 바로 세우십니다. 거대한 제국 바벨론도 결국 흙먼지처럼 사라졌습니다. 그러나 종살이하던 이스라엘은 하나님의 손에 붙들려 역사의 증인이 되었습니다. 오늘 우리에게도 주어지 는 교훈은 분명합니다. 보복의 칼을 움켜쥐는 대신, 하나님의 때를 신뢰하며 기다리는 인내의 길을 걸어야 한다는 것입니다. 여호와의 날은 반드시 오며, 그날은 모든 불의가 멈추고 하나님의 공의가 강물처럼 흐르는 날이 될 것입니다. ","주님, 제 마음에 자리한 교만과 보복의 욕망을 비워주소서. 여호와의 날이 반드시 오고, 그날에 주님의 공의가 온전히 드러남을 믿고 기다리게 하소서. 인내로 하나님의 때를 바라보며, 오늘도 겸손과 사랑의 길을 걷게 하소서. 아멘."
2월 15일,"요나 4:2
“주께서는 은혜로우시며 자비로우시며 노하기를 더디하시며 인애가 크시사 뜻을 돌 이켜 재앙을 내리지 아니하시는 하나님이신 줄을 내가 알았음이니이다”","용서할 수 없는 자를 용서하는 사랑

요나서는 도망치는 선지자와 끝까지 추적하시는 하나님의 이야기 입니다. 요나는 악명 높던 니느웨가 심판받기를 원했습니다. 그 의 분노는 충분히 이해할 만했지만, 하나님은 요나의 마음보다 더 크고 깊으신 자비 의 하나님이셨습니다. 폭풍과 큰 물고기, 뜨거운 햇볕과 시들어버린 박넝쿨까지 사용하 시며 하나님은 요나의 굳어진 마음을 흔드셨습니다. “사람의 분노는 하나님의 의를 이 루지 못한다” (약 1:20)는 말씀처럼, 요나의 좁은 마음은 하나님의 무한한 자비 앞에서 결국 무너져 내립니다. 요나는 마침내 고백합니다. 하나님은 은혜로우시며, 자비로우시며, 노하기를 더디하시며, 인애가 크신 분이라고. 이는 단순한 감정적 표현이 아니라, 출애 굽기 34장에 계시된 하나님의 성품을 다시 확인하는 고백입니다. 개혁주의 신학은 바 로 이 하나님의 성품을 구속사 전체를 관통하는 중심으로 이해합니다. 하나님은 선택 된 소수에게만이 아니라, 회개하는 모든 자에게 자비를 베푸시는 분입니다. 한 철학자 는 “용서할 수 없는 자를 용서하는 것이 진정한 용서”라고 말했습니다. 우리의 삶에도 니느웨처럼 피하고 싶은 이름이 있습니다. 외면하고 싶은 사람, 무너지기를 바라는 누 군가. 그러나 하나님은 바로 그들에게도 은혜를 베푸시기를 기뻐하십니다. “원수를 사 랑하라” (마 5:44)는 예수님의 명령은 단순한 도덕적 요청이 아니라, 하나님의 마음을 닮아 가라는 초대입니다. 참된 신앙은 자신의 분노를 하나님의 거룩한 뜻인 양 포장하는 것 이 아니라, 하나님의 끝없는 자비 앞에 무릎 꿇는 자리에서 시작됩니다. 우리의 용서는 늘 한계에 부딪히지만, 하나님은 용서의 근원이시며, 그분 안에서 우리는 비로소 용서 할 힘을 얻습니다. 요나가 경험한 하나님은 오늘 우리에게도 동일하게 속삭이십니다. “나는 너보다 더 넓고 깊은 사랑을 가진 하나님이다.”","주님, 제 마음의 좁은 경계를 허물어 주시고, 용서할 수 없던 마음에 당신의 넓고 깊은 자비를 부어주소서. 제가 받은 은혜로 다른 이들을 품게 하시고, 당신의 사랑이 제 삶을 통해 흘러가게 하소서. 아멘."
2월 16일,"미가 6:8
“사람아 주께서 선한 것이 무엇임을 네게 보이셨나니 여호와께서 네게 구하시는 것은 2월 오직 정의를 행하며 인자를 사랑하며 겸손하게 네 하나님과 함께 행하는 것이 아니냐”","하나님이 원하시는 세 가지

하나님은 화려한 제물과 번듯한 제사보다, 예배자의 삶에서 흘러 나오는 향기를 더 귀히 여기십니다. 미가서가 말하는 ‘세 가지’정의, 인자, 겸손은 단순한 도덕적 덕목이 아니라 하나님을 아는 자에게서 흘러나 오는 존재의 열매입니다. 정의는 억울한 이의 편에 서는 것입니다. 잠언은 말합니다. “입을 열어 공의로 재판하며 곤란한 자와 궁핍한 자를 신원하라” (잠 31:9). 정의는 침묵을 깨는 용기이며, 약자의 눈물을 외면하지 않는 하나님의 마음을 행하는 것입니다. 개혁 주의 신앙은 바로 이 정의를 하나님의 언약적 성품의 표현으로 이해합니다. 인자헤세드 는 단순한 친절을 넘어, 언약 안에서 서로를 붙드는 충성스러운 사랑입니다. 마틴 루터 킹Martin Luther King Jr은 “미움은 미움을 몰아낼 수 없다, 오직 사랑만이 그것을 몰아낸다” 라고 말했습니다. 인자는 바로 이 사랑의 깊은 능력입니다. 깨어진 관계 위에 다리를 놓 고, 상처 난 마음을 감싸는 하나님 사랑의 흔적입니다. 겸손은 하나님 앞에서 자신을 낮 추고 그분의 길을 따르는 태도입니다. “하나님이 교만한 자를 물리치시고 겸손한 자에 게 은혜를 주신다” (약 4:6). 겸손은 자신을 비하하는 것이 아니라, 하나님의 주권을 인정하 는 신앙의 고백입니다. 모든 시대의 하나님 사람들은 이 길을 걸었습니다. 성공 앞에서 도 자신을 낮추고, 불의 앞에서 침묵하지 않으며, 미움 앞에서 사랑을 선택한 이들이 세 상의 빛이 되었습니다. 결국, 정의와 인자와 겸손은 하나님을 아는 사람의 삶에서 자연 스레 흘러나오는 하늘의 향기이며, 시대가 달라져도 변하지 않는 하나님의 길입니다. 하나님은 오늘도 화려한 것이 아닌, 이 세 가지를 통해 자신과 동행하는 백성을 찾고 계십니다. 작은 선택 하나가 우리의 발걸음을 하나님께로 향하게 하고, 우리의 삶을 하 나님의 선하심의 통로로 만듭니다.","주님, 오늘도 정의와 인자와 겸손이 제 삶의 말과 행동이 되게 하소서.
세상의 흐름이 아니라 주님의 마음을 따라 걷게 하시고, 그 길에서 당신과 함께 동행하는
은혜를 누리게 하소서. 아멘."
2월 17일,"요한복음 5:39
“너희가 성경에서 영생을 얻는 줄 생각하고 성경을 연구하거니와 이 성경이 곧 내게 대하여 증언하는 것이니라”","구약성경과 교회

구약성경은 우연히 모아진 고대 문서가 아니라, 하나님께서 수천 년의 역사 속에서 당신의 백성에게 맡기신 계시의 흐름입니다. 모세의 율법에서 시작된 말씀은 예언서와 성문서로 확장되며, 언약의 하나님이 어 떤 분이신지, 그분이 어떻게 죄인에게 자비를 베푸시는지를 깊고 넓게 드러냅니다. 예 수님 시대에 유대인들은 이 말씀을 “율법·예언서·성문서”로 묶어 읽었고, 그리스도께서 는 이 전체를 하나님의 권위 있는 말씀으로 인용하셨습니다. 그러므로 우리가 손에 쥔 39권의 구약은 단지 이스라엘의 기록이 아니라, 성령의 감동으로 보존된 하나님의 계 시이며, 그 중심에 오실 메시아가 선명히 흐릅니다. 개혁주의 전통은 성경을 “하나님의 감동으로 된”딤 (후 3:16) 완전한 말씀으로 고백합니다. 구약의 이야기들은 단순한 역사나 교훈이 아니라, 그리스도를 향한 그림자이자 약속입니다. 창세기의 희미한 새벽빛에서 부터 선지자들의 절규에 이르기까지, 모든 본문은 결국 우리를 십자가와 부활로 이끌 며 하나님의 구원 계획을 증언합니다. 아우구스티누스가 말한 것처럼, 성경은 하나님이 우리에게 보내신 사랑의 편지입니다. 우리는 그 편지를 연구하는 사람으로 머물지 않 고, 그 사랑을 듣고 순종하는 사람으로 부름받았습니다. 그러므로 구약을 펼칠 때마다 우리는 오래된 글자를 읽는 것이 아니라, 오늘도 역사 속에서 우리를 부르시는 하나님 의 마음을 만납니다. 말씀을 가까이하는 자는 흔들리지 않으며, 그 말씀을 따라 걷는 자 는 결국 생명의 길로 인도함을 받습니다. 매 순간 말씀 한 줄이 내 삶의 방향을 세우고, 내 영혼의 숨결이 되기를 구합니다.","주님, 구약 속에 흐르는 당신의 지혜와 은혜를 깊이 깨닫게 하소서.
말씀이 단순한 기록이 아니라 오늘 나를 향한 사랑의 부르심임을 알게 하시고,
그 말씀 앞에 겸손히 순종하는 믿음을 살게 하소서. 아멘."
2월 18일,"나훔 1:7
“여호와는 선하시며 환난 날에 산성이시라 그는 자기에게 피하는 자들을 아시느니라” 2월","환난의 날에 피할 산성이신 하나님

나훔의 예언은 한때 요나의 선포 앞에서 회개했던 니느웨가 다시 폭력과 교만으로 가득 차 무너져 내리는 장면을 우리에게 보여 줍니다. 인간의 권세와 제국의 성벽은 얼마나 견고해 보일지라도 결국 시간과 진리 앞에서 무너집니다. 아우구스티누스가 말한 것처럼, “하나님 안에 거하는 영혼만이 무 너지지 않는다”는 고백이 나훔의 메시지에 깊게 스며 있습니다. 여호와는 선하시며, 환 난의 날에 흔들리지 않는 산성이십니다. 사람의 도움, 제도의 안정, 재물의 여유는 위기 의 날에 우리를 온전히 지켜주지 못합니다. 그러나 주님께 피하는 자를 하나님은 아신 다고 하셨습니다. 이 ‘안다’는 단순한 인식이 아니라, 히브리적 의미의 ‘관계적 아심’, ‘사 랑으로 붙드심’을 의미합니다. 곧 하나님은 피하는 자를 품고 보호하시는 분이라는 언 약의 약속입니다. 고대의 성벽은 외적을 막을 수 있었지만, 불안한 영혼을 지키지 못했 습니다. 참된 피난처, 무너지지 않는 산성은 오직 하나님뿐입니다. 그래서 마르틴 루터 는 종교개혁의 격랑 속에서 “내 주는 강한 성이요”를 고백했습니다. 하나님의 이름은 우리의 요새이며, 그분의 품은 폭풍 속에서도 흔들리지 않는 평화의 자리입니다. 오늘 도 나훔의 음성은 우리에게 묻습니다. “환난의 날에 너는 어디로 피하느냐?” 세상의 권 세가 흔들리고 삶의 기초가 불안해질 때, 우리 영혼이 의지할 유일한 곳은 주님의 품입 니다. 그분 안에 거할 때 두려움은 힘을 잃고, 영혼은 깊은 평안을 누립니다. 하나님은 선하십니다. 그리고 그 선하심은 환난 속에서 더욱 선명히 드러납니다.","주님, 환난의 날에도 당신만이 제 산성이심을 믿고 당신께 피하게 하소서.
헛된 의지처를 내려놓고, 선하시며 변치 않으시는 주님의 품 안에서 참된 평안과
안전을 누리게 하소서. 아멘."
2월 19일,"하박국 3:17–18
“비록 무화과나무가 무성하지 못하며 … 나는 여호와로 말미암아 즐거워하며 나의 구 원의 하나님으로 말미암아 기뻐하리로다”","구원의 하나님으로 인한 기쁨

하박국서는 “어찌하여 악이 번성합니까?”라는 선지자의 탄식으로 문을 엽니다. 이 질문은 오늘을 사는 우리에게도 깊게 다가옵니 다. 그러나 하나님은 하박국에게 즉각적인 상황의 변화를 주기보다, 더 깊은 신뢰의 자리로 초대하십니다. “의인은 그의 믿음으로 살리라” (합 2:4). 믿음은 현실이 밝아졌기 때 문에 가능한 감정이 아니라, 변치 않는 하나님을 바라볼 때 가능한 신앙의 고백입니다. 개혁주의 신학이 말하는 ‘오직 믿음’은 바로 이런 하나님 중심의 신뢰에서 흘러나옵니 다. 하박국의 마지막 노래는 놀라운 역설로 가득합니다. 무화과의 열매도 없고, 포도나 무가 비어 있으며, 밭은 황폐하고, 외양간의 소마저 사라진 절망의 풍경 속에서도 그는 여호와로 인해 기뻐한다고 노래합니다. 스펄전C. H. Spurgeon의 말처럼, “믿음은 태양 아 래보다 깊은 밤중에 더 빛난다.” 풍요가 가져오는 기쁨이 아니라, 하나님 자신이 기쁨의 근원이 되실 때, 믿음은 현실을 넘어 영혼의 깊은 곳에서 흔들리지 않는 노래를 부릅니 다. 역사 속에서도 이 믿음은 살아 있었습니다. 나치 감옥에 갇힌 본회퍼는 “세상은 모 든 것을 빼앗을 수 있으나 하나님을 빼앗을 수 없다”고 고백했습니다. 결핍 속에서도 더욱 빛나는 이 고백은 하박국의 노래와 같은 선을 따라 흐릅니다. 상황은 메말라 있을 지라도, 구원의 하나님이 계시기에 우리는 여전히 노래할 수 있습니다. 우리의 기쁨은 환경이 아니라 하나님으로부터 시작됩니다. 하박국은 절망의 땅에서 새로운 시각을 얻 었습니다. 환경이 아니라 하나님이 기쁨의 이유가 되는 삶, 이것이 참된 신앙의 자리입 니다. 오늘 우리의 삶이 황폐해 보일지라도, 구원의 하나님을 바라보는 그 순간, 영혼의 어둠 속에서도 기쁨의 불빛이 피어오릅니다. ","주님, 변하는 환경이 아니라 변치 않는 하나님으로 인해 기뻐하는 믿음을 제게 주소서. 결핍 속에서도 주님을 바라보는 눈을 주시고, 구원의 하나님으로 인해 오늘도 노래하게
하소서. 아멘."
2월 20일,"스바냐 3:17
“너의 하나님 여호와가 너의 가운데에 계시니 그는 구원을 베푸실 전능자이시라 그가 2월 너로 말미암아 기쁨을 이기지 못하시며 너를 잠잠히 사랑하시며 너로 말미암아 즐거 이 부르며 기뻐하시리라”","그가 너로 말미암아 기뻐하시리라

스바냐서는 강렬한 심판의 선포로 시작합니다. 교만과 불의, 우상 숭배는 반드시 무너지고 여호와의 날은 하나님을 떠난 자들에 게 두려움이 될 것이라고 말합니다. 그러나 심판의 메시지에서 멈추지 않고, 마지 막 장에 이르면 놀라운 반전이 펼쳐집니다. 하나님이 우리 가운데 계시며, 전능으로 구 원을 이루시고, 우리로 인해 기뻐하신다는 은혜의 선언입니다. 이는 멀리서 무심하게 바라보는 하나님이 아니라, 함께 울고 함께 기뻐하시며 우리를 품으시는 하나님의 모 습입니다. 마치 아버지가 어린 자녀를 안고 흔들어 주며 노래하듯, 하나님은 “너로 말미 암아 즐거이 부르며 기뻐하신다”고 하십니다. 이 표현은 단순한 은유가 아니라, 언약 백 성을 향한 하나님의 사랑의 정동情動을 드러냅니다. 개혁주의 신학이 강조하듯, 하나님 의 사랑은 감정적 변덕이 아니라 언약적 신실함에서 흐르는 변치 않는 사랑입니다. 하 나님이 우리 가운데 계신다는 사실은 흔들리는 세상 한복판에서 우리의 가장 큰 안전 판이 됩니다. 파스칼은 “인간의 위대함은 하나님과의 관계 안에서만 드러난다”고 했습 니다. 그리고 아우구스티누스는 “우리 마음은 주님 안에서 안식하기 전까지 쉼이 없다” 고 고백했습니다. 스바냐의 약속은 이 신앙의 진리를 다시금 우리 영혼 깊이 새기게 합 니다. 심판을 넘어 회복을 약속하시는 하나님, 그분의 임재는 두려움 대신 평안, 절망 대신 소망을 심습니다. 세상은 여전히 흔들리지만, 우리 안에 계시는 하나님은 변하지 않으시며 그분의 기뻐하시는 노래는 우리의 영혼을 붙드는 은혜의 힘이 됩니다. 오늘 도 하나님께서는 우리를 하나님 사랑의 품 안에서 살아가도록 부르십니다.","주님, 제 가운데 계시는 당신의 임재를 잊지 않게 하시고, 당신이 저로 인해
기뻐하신다는 이 신비한 은혜 안에서 머물게 하소서. 당신의 노래가 제 영혼의 힘이
되게 하소서. 아멘."
